domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
content,catalog_management,artwork,artwork_id,artwork_id,Artwork Identifier (ID),BIGINT,Y,,"ddl_column_comment=true,uc_qualified_name=media_broadcasting_ecm.content.artwork.artwork_id,unity_catalog_col=media_broadcasting.content.artwork.artwork_id",,master_data,Unique identifier for the artwork asset record. Primary key for the artwork catalog. | Column artwork_id (BIGINT) in content.artwork,
content,catalog_management,artwork,content_version_id,content_version_id,Content Version Id (Foreign Key),BIGINT,,content.version.version_id,"ddl_column_comment=true,uc_qualified_name=media_broadcasting_ecm.content.artwork.content_version_id,unity_catalog_col=media_broadcasting.content.artwork.content_version_id",,master_data,"Foreign key linking to content.version. Business justification: Artwork is often version-specific (theatrical poster vs TV key art, localized artwork with different ratings/text). Links artwork to the specific version it represents. | Column content_version_id (BIGINT) in content.artwork",
content,catalog_management,artwork,featured_talent_profile_id,featured_talent_profile_id,Featured Talent Profile Id (Foreign Key),BIGINT,,talent.talent_profile.talent_profile_id,,,master_data,Foreign key linking to talent.talent_profile. Business justification: Talent likeness approval workflow — talent contracts require explicit approval before a talent's likeness is used in promotional artwork. Legal/clearance teams must trace key art and promotional image,Internal - LLM Generated Cross-Domain Link
content,catalog_management,artwork,media_asset_id,media_asset_id,Media Asset Id (Foreign Key),BIGINT,,mediaasset.media_asset.media_asset_id,"ddl_column_comment=true,uc_qualified_name=media_broadcasting_ecm.content.artwork.media_asset_id,unity_catalog_col=media_broadcasting.content.artwork.media_asset_id",,master_data,"Foreign key linking to mediaasset.media_asset. Business justification: Artwork files (posters, thumbnails, key art) are managed media assets in DAM systems. Asset lifecycle management, storage tier assignment, and delivery workflows require linking artwork records to the | Column media_asset_id (BIGINT) in mediaasset.artwork",
content,catalog_management,artwork,ott_platform_id,ott_platform_id,Ott Platform Id (Foreign Key),BIGINT,,distribution.ott_platform.ott_platform_id,,,master_data,"Foreign key linking to distribution.ott_platform. Business justification: OTT platforms have specific artwork specifications (aspect ratios, resolutions, branding guidelines). Linking artwork to ott_platform enables platform-specific asset management, artwork compliance val",Internal - LLM Generated Cross-Domain Link
content,catalog_management,artwork,production_project_id,production_project_id,Production Project Id (Foreign Key),BIGINT,,production.project.project_id,,,master_data,Foreign key linking to production.project. Business justification: Key art and promotional artwork are commissioned as part of a production project. Linking artwork to its originating project enables production cost allocation for marketing deliverables and project c,Internal - LLM Generated Cross-Domain Link
content,catalog_management,artwork,title_id,title_id,Title Identifier (ID),BIGINT,,content.title.title_id,"ddl_column_comment=true,uc_qualified_name=media_broadcasting_ecm.content.artwork.title_id,unity_catalog_col=media_broadcasting.content.artwork.title_id",,master_data,"Reference to the content title (series, film, episode, or other content asset) that this artwork represents. Links artwork to the master content catalog. | Column title_id (BIGINT) in content.artwork",
content,catalog_management,artwork,_created_at,_created_at,,TIMESTAMP,,,"lineage,ddl_column_comment=true,uc_qualified_name=media_broadcasting_ecm.content.artwork._created_at,unity_catalog_col=media_broadcasting.content.artwork._created_at",,master_data,Medallion lineage column for _created_at | Column _created_at (TIMESTAMP) in content.artwork,
content,catalog_management,artwork,_updated_at,_updated_at,,TIMESTAMP,,,"lineage,ddl_column_comment=true,uc_qualified_name=media_broadcasting_ecm.content.artwork._updated_at,unity_catalog_col=media_broadcasting.content.artwork._updated_at",,master_data,Medallion lineage column for _updated_at | Column _updated_at (TIMESTAMP) in content.artwork,
content,catalog_management,artwork,approval_date,approval_date,Approval Date,DATE,,,"ddl_column_comment=true,uc_qualified_name=media_broadcasting_ecm.content.artwork.approval_date,unity_catalog_col=media_broadcasting.content.artwork.approval_date",,master_data,Date on which the artwork received final approval for distribution and use. Marks the transition from draft/review to production-ready status. Format: yyyy-MM-dd. | Column approval_date (DATE) in content.artwork,
